effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,X_1,0.46776029,0.153440228,3.048485374,0.002299981
fixed,NA,X_2,-0.404962325,0.211991084,-1.910279983,0.056097174
ran_pars,subj_id,sd__(Intercept),1.134378038,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.093053871,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.454861366,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.204353938,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.579858422,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.455326645,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.544303739,NA,NA,NA
fixed,NA,(Intercept),0.032361259,0.148011957,0.21863949,0.826930888
fixed,NA,X_1,0.417376373,0.151531991,2.754377936,0.005880382
fixed,NA,X_2,-0.418751221,0.202666611,-2.066207252,0.038808914
ran_pars,subj_id,sd__(Intercept),1.096071517,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.105441454,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.076735031,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.44768919,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.071344488,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.41727662,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.512976557,NA,NA,NA
fixed,NA,(Intercept),-0.076904369,0.143038955,-0.537646328,0.59082124
fixed,NA,X_1,0.806178508,0.155586032,5.181560947,2.20E-07
fixed,NA,X_2,-0.744996894,0.209886949,-3.549515095,3.86E-04
ran_pars,subj_id,sd__(Intercept),1.023998489,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.25736825,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.049812488,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.564060937,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.091225462,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.512732683,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.514724302,NA,NA,NA
fixed,NA,(Intercept),0.075156482,0.131875823,0.569903421,0.568743205
fixed,NA,X_1,0.371630047,0.147346454,2.522151281,0.011663953
fixed,NA,X_2,-0.970035622,0.196780395,-4.92953386,8.24E-07
ran_pars,subj_id,sd__(Intercept),0.921899035,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.117595835,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.207038408,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.560778234,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.109544657,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.396761783,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.481176355,NA,NA,NA
fixed,NA,(Intercept),0.207866264,0.133939316,1.551943605,0.120675718
fixed,NA,X_1,0.081524234,0.141228182,0.577251886,0.563769311
fixed,NA,X_2,-1.20848427,0.20863193,-5.792422423,6.94E-09
ran_pars,subj_id,sd__(Intercept),0.977391104,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.096576999,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.217128906,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.486741421,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.178885033,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.571949119,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.465251074,NA,NA,NA
fixed,NA,(Intercept),0.134002229,0.142715586,0.938946,0.34775847
fixed,NA,X_1,0.433537075,0.133559874,3.246012912,0.001170335
fixed,NA,X_2,-0.500083498,0.222787854,-2.244662303,0.02478982
ran_pars,subj_id,sd__(Intercept),1.127453851,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,5.85E-04,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.211253648,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.354700584,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.135614942,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.807384021,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.4439472,NA,NA,NA
fixed,NA,(Intercept),-0.081049736,0.13929977,-0.581836825,0.560676597
fixed,NA,X_1,0.366095852,0.158445047,2.310554095,0.020857497
fixed,NA,X_2,-0.599480333,0.215474943,-2.782134775,0.005400261
ran_pars,subj_id,sd__(Intercept),0.922811752,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.020387115,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.112732961,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.50559758,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.14125927,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.545354577,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.539693495,NA,NA,NA
fixed,NA,(Intercept),0.227050301,0.147992594,1.534200427,0.124980353
fixed,NA,X_1,0.639367181,0.167345284,3.820646558,1.33E-04
fixed,NA,X_2,-0.585774931,0.229300467,-2.554617265,0.010630462
ran_pars,subj_id,sd__(Intercept),0.976767422,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.173523268,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.155606757,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.463952067,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.014518372,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.637458242,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.57853627,NA,NA,NA
fixed,NA,(Intercept),-0.175451024,0.156693793,-1.119706282,0.262838947
fixed,NA,X_1,0.387598092,0.163561747,2.369735591,0.01780081
fixed,NA,X_2,-0.79407871,0.199450871,-3.981324845,6.85E-05
ran_pars,subj_id,sd__(Intercept),1.150170221,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.085893067,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.079902073,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.545960725,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.259682247,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.230818953,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.553469036,NA,NA,NA
fixed,NA,(Intercept),0.035613737,0.143652199,0.247916405,0.804199086
fixed,NA,X_1,0.550614475,0.156795145,3.511680644,4.45E-04
fixed,NA,X_2,-0.738579343,0.201314126,-3.668790443,2.44E-04
ran_pars,subj_id,sd__(Intercept),1.019566054,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.068325415,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.051766643,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.555313159,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.170770777,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.368232545,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.52208793,NA,NA,NA
fixed,NA,(Intercept),-0.10017555,0.123832826,-0.808957957,0.41853933
fixed,NA,X_1,0.856148206,0.134738693,6.354137694,2.10E-10
fixed,NA,X_2,-0.392019711,0.181393577,-2.16115541,0.030683337
ran_pars,subj_id,sd__(Intercept),0.907413749,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.028793234,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.399142946,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.545168897,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.503323822,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.324468687,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.422297428,NA,NA,NA
fixed,NA,(Intercept),-0.058430211,0.142579873,-0.409806866,0.681947629
fixed,NA,X_1,0.509038275,0.15507737,3.282479407,0.001028985
fixed,NA,X_2,-0.701816834,0.211935979,-3.311456775,9.28E-04
ran_pars,subj_id,sd__(Intercept),0.995359429,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.019134849,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.259528935,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.475461846,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.225572273,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.501503033,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.527405187,NA,NA,NA
fixed,NA,(Intercept),-0.151396932,0.123367499,-1.227202734,0.219746402
fixed,NA,X_1,0.494145,0.1370961,3.604369503,3.13E-04
fixed,NA,X_2,-0.461112886,0.2035189,-2.265700564,0.023469723
ran_pars,subj_id,sd__(Intercept),0.83792428,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.038696216,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.140416041,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.415203073,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.346118308,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.551466843,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.458463652,NA,NA,NA
fixed,NA,(Intercept),-0.09762506,0.132063167,-0.739230037,0.459767325
fixed,NA,X_1,0.743629332,0.13075248,5.687305739,1.29E-08
fixed,NA,X_2,-0.804456399,0.185744548,-4.330982561,1.48E-05
ran_pars,subj_id,sd__(Intercept),1.031179249,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.017941375,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.003911542,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.484642353,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.161727194,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.392803206,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.412306681,NA,NA,NA
fixed,NA,(Intercept),0.228718079,0.133864749,1.708575868,0.087529542
fixed,NA,X_1,0.349617162,0.151653045,2.30537516,0.021145571
fixed,NA,X_2,-0.482979944,0.190923628,-2.529702323,0.011415933
ran_pars,subj_id,sd__(Intercept),0.952917025,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.070339987,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.111047012,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.658904696,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.097573717,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.340160057,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.479500164,NA,NA,NA
fixed,NA,(Intercept),0.195695023,0.145635102,1.343735268,0.179034009
fixed,NA,X_1,0.204123969,0.158673076,1.286443639,0.198288277
fixed,NA,X_2,-1.059803875,0.21593934,-4.907877716,9.21E-07
ran_pars,subj_id,sd__(Intercept),0.991159543,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.373828237,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.398394302,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.373349277,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.428176283,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.488818843,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.552929237,NA,NA,NA
fixed,NA,(Intercept),0.286285302,0.135804436,2.108070323,0.035024907
fixed,NA,X_1,0.137974695,0.152177778,0.906667821,0.364582485
fixed,NA,X_2,-0.719429823,0.207039063,-3.474850648,5.11E-04
ran_pars,subj_id,sd__(Intercept),0.920494172,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.024650795,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.132514814,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.496988521,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.167146079,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.488202686,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.511728758,NA,NA,NA
fixed,NA,(Intercept),-0.020114698,0.146750586,-0.137067243,0.890977644
fixed,NA,X_1,0.507055756,0.150811908,3.362173209,7.73E-04
fixed,NA,X_2,-0.361893336,0.204773147,-1.76728903,0.077179836
ran_pars,subj_id,sd__(Intercept),1.078225569,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.283970774,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.198895437,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.416829011,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.4096395,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.439993175,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.513813493,NA,NA,NA
fixed,NA,(Intercept),0.044123342,0.139280321,0.316795232,0.751398982
fixed,NA,X_1,0.313616874,0.140874038,2.226221935,0.025999319
fixed,NA,X_2,-0.631011517,0.213667505,-2.953240447,0.003144569
ran_pars,subj_id,sd__(Intercept),1.044717052,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.153079501,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.156783674,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.436676464,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.337992412,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.650118187,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.469767364,NA,NA,NA
fixed,NA,(Intercept),0.072414981,0.146993275,0.49264146,0.622265948
fixed,NA,X_1,0.393779263,0.145586425,2.704780084,0.006834962
fixed,NA,X_2,-0.757004326,0.211346791,-3.581811318,3.41E-04
ran_pars,subj_id,sd__(Intercept),1.086410684,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.367737168,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.176278222,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.218342308,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.391307148,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.529300267,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.510697266,NA,NA,NA
fixed,NA,(Intercept),0.11454223,0.137075658,0.835613203,0.403372539
fixed,NA,X_1,0.491526775,0.139929466,3.512675261,4.44E-04
fixed,NA,X_2,-1.096877114,0.201116905,-5.453927967,4.93E-08
ran_pars,subj_id,sd__(Intercept),1.031406579,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.170732105,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.130380852,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.461338759,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.037970331,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.490628333,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.458416697,NA,NA,NA
fixed,NA,(Intercept),-0.073664695,0.130588973,-0.564095827,0.572688918
fixed,NA,X_1,0.340806346,0.13829581,2.464328791,0.013727013
fixed,NA,X_2,-0.579614773,0.196916249,-2.943458329,0.003245675
ran_pars,subj_id,sd__(Intercept),0.960230396,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.043620755,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.142431579,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.514717008,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.023560721,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.482528787,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.447220787,NA,NA,NA
fixed,NA,(Intercept),0.173012096,0.13422968,1.288925788,0.197423888
fixed,NA,X_1,0.426327263,0.136709289,3.118495221,0.001817771
fixed,NA,X_2,-0.547770512,0.217532416,-2.518109814,0.011798653
ran_pars,subj_id,sd__(Intercept),1.013841034,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.047170822,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.204249454,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.461456668,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.209870946,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.747273718,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.445041554,NA,NA,NA
fixed,NA,(Intercept),0.114717474,0.142126933,0.807148033,0.419581202
fixed,NA,X_1,0.373719815,0.149563275,2.498740511,0.012463554
fixed,NA,X_2,-0.809187227,0.206891051,-3.911175581,9.18E-05
ran_pars,subj_id,sd__(Intercept),1.056828323,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.08412041,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.147197601,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.571742008,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.23551346,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.524725436,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.486830205,NA,NA,NA
fixed,NA,(Intercept),-0.054858006,0.128251133,-0.427738961,0.668841181
fixed,NA,X_1,0.515767495,0.14384262,3.585637521,3.36E-04
fixed,NA,X_2,-0.999490217,0.216257118,-4.621767943,3.80E-06
ran_pars,subj_id,sd__(Intercept),0.937470019,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.164594822,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.337422986,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.66721249,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.040232902,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.710505587,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.441890994,NA,NA,NA
fixed,NA,(Intercept),-0.053837071,0.131052938,-0.410803999,0.681216261
fixed,NA,X_1,0.618205045,0.13724968,4.504236686,6.66E-06
fixed,NA,X_2,-0.604746472,0.19328706,-3.128747846,0.001755529
ran_pars,subj_id,sd__(Intercept),0.962199342,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.046506666,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.299321727,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.448240583,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.225412848,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.418355857,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.450743812,NA,NA,NA
fixed,NA,(Intercept),-0.104302269,0.135940029,-0.767266785,0.442922912
fixed,NA,X_1,0.530641599,0.147285023,3.602821164,3.15E-04
fixed,NA,X_2,-0.687830932,0.198941532,-3.457452675,5.45E-04
ran_pars,subj_id,sd__(Intercept),0.928949879,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.237577431,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.089272505,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.347589669,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.005389945,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.375978792,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.509515001,NA,NA,NA
fixed,NA,(Intercept),0.100841471,0.11484077,0.878098181,0.37989044
fixed,NA,X_1,0.489722365,0.114656175,4.271225365,1.94E-05
fixed,NA,X_2,-0.19560107,0.182181186,-1.07366229,0.282974069
ran_pars,subj_id,sd__(Intercept),0.89967506,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.098110708,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.265809151,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.454403754,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.237945971,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.486171548,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.343754477,NA,NA,NA
fixed,NA,(Intercept),-0.165411732,0.135786167,-1.218178076,0.223156309
fixed,NA,X_1,0.593496372,0.146588377,4.048727343,5.15E-05
fixed,NA,X_2,-0.587809978,0.211077531,-2.784806015,0.005355975
ran_pars,subj_id,sd__(Intercept),0.960165558,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.089165161,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.097584841,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.4598615,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.228722245,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.580350304,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.491604086,NA,NA,NA
fixed,NA,(Intercept),-0.189136849,0.141006527,-1.341334,0.179812035
fixed,NA,X_1,0.544044669,0.137314654,3.962029213,7.43E-05
fixed,NA,X_2,-0.289817997,0.196240084,-1.476854219,0.139714719
ran_pars,subj_id,sd__(Intercept),1.116999118,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.083222529,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.074153752,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.543461498,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.001389652,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.495509381,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.434202123,NA,NA,NA
fixed,NA,(Intercept),0.206040454,0.138327211,1.489514994,0.136351808
fixed,NA,X_1,0.292103978,0.14209693,2.055667054,0.03981462
fixed,NA,X_2,-0.781410262,0.202585839,-3.857181062,1.15E-04
ran_pars,subj_id,sd__(Intercept),1.028242892,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.09559785,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.187819929,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.449919398,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.122732012,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.505966461,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.471776398,NA,NA,NA
fixed,NA,(Intercept),0.119738235,0.145828499,0.821089403,0.411595345
fixed,NA,X_1,0.62870125,0.150504001,4.177305891,2.95E-05
fixed,NA,X_2,-0.918317458,0.207943084,-4.416196204,1.00E-05
ran_pars,subj_id,sd__(Intercept),1.069710214,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.365852708,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.348071411,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.404588664,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.411411371,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.473079418,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.510972563,NA,NA,NA
fixed,NA,(Intercept),-0.054818094,0.137596413,-0.398397699,0.690337054
fixed,NA,X_1,0.37397769,0.138057429,2.708855968,0.006751564
fixed,NA,X_2,-0.702177909,0.201445151,-3.485702715,4.91E-04
ran_pars,subj_id,sd__(Intercept),1.034471583,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.155536243,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.317002604,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.405438789,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.181951022,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.49459408,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.461623604,NA,NA,NA
fixed,NA,(Intercept),0.180418704,0.136231415,1.324354624,0.185385297
fixed,NA,X_1,0.542008672,0.142269217,3.809739609,1.39E-04
fixed,NA,X_2,-0.540332544,0.208640526,-2.589777523,0.009603798
ran_pars,subj_id,sd__(Intercept),0.992036574,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.144395202,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.251962465,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.414218124,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.223377062,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.577684189,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.476235722,NA,NA,NA
fixed,NA,(Intercept),-7.04E-05,0.147366342,-4.77E-04,0.999619026
fixed,NA,X_1,0.55593821,0.154397935,3.600684233,3.17E-04
fixed,NA,X_2,-0.597194742,0.209227903,-2.854278676,0.004313468
ran_pars,subj_id,sd__(Intercept),1.080947141,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.024685615,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.164211405,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.510885059,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.026573412,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.489723379,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.517425146,NA,NA,NA
fixed,NA,(Intercept),-0.036170713,0.128931352,-0.280542418,0.779061387
fixed,NA,X_1,0.388335542,0.130390468,2.978250996,0.002898985
fixed,NA,X_2,-0.666865819,0.210149407,-3.173293844,0.001507199
ran_pars,subj_id,sd__(Intercept),1.001148927,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.007425331,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.188347575,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.536180058,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.298764375,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.713660645,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.40476565,NA,NA,NA
fixed,NA,(Intercept),0.154520275,0.142132884,1.087153589,0.276968938
fixed,NA,X_1,0.407388078,0.153703295,2.650483702,0.008037661
fixed,NA,X_2,-0.485373087,0.210183024,-2.30928777,0.020927618
ran_pars,subj_id,sd__(Intercept),1.004956071,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.04473382,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.303786565,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.490498578,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.512903668,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.505528293,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.518091882,NA,NA,NA
fixed,NA,(Intercept),0.08385175,0.13542967,0.619153467,0.535815264
fixed,NA,X_1,0.379135177,0.13014603,2.913152065,0.003578003
fixed,NA,X_2,-0.42787724,0.181735221,-2.354399097,0.01855268
ran_pars,subj_id,sd__(Intercept),1.061776836,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.306364827,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.124402453,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.426581348,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.140503477,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.33244464,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.42281355,NA,NA,NA
fixed,NA,(Intercept),-0.225718714,0.148419257,-1.520818242,0.128305455
fixed,NA,X_1,0.447939382,0.166142457,2.696116263,0.007015318
fixed,NA,X_2,-0.724875425,0.210072436,-3.450597515,5.59E-04
ran_pars,subj_id,sd__(Intercept),1.032216789,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.020472862,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.27552563,NA,NA,NA
